Package,APK_Path,Category,Risk_Score
com.motorola.camera3,/product/priv-app/MotCamera4/MotCamera4.apk,Other,0
com.motorola.camera3.content.ai,/product/app/MotCamera3AI/MotCamera3AI.apk,Other,0
com.motorola.carrierconfig,/product/priv-app/TMOConfig/TMOConfig.apk,Other,0
com.motorola.carriersettingsext,/product/priv-app/CarrierSettingsExt/CarrierSettingsExt.apk,Other,0
com.motorola.ccc.devicemanagement,/system_ext/priv-app/3c_devicemanagement-binary/3c_devicemanagement-binary.apk,Other,0
com.motorola.ccc.ota,/system_ext/priv-app/3c_ota/3c_ota.apk,Other,0
com.motorola.comcast.settings.extensions,/product/priv-app/ComcastSettingsExt/ComcastSettingsExt.apk,Other,0
com.motorola.comcastext,/product/priv-app/ComcastExt/ComcastExt.apk,Other,0
com.motorola.contacts.preloadcontacts,/product/priv-app/PreloadContacts/PreloadContacts.apk,Other,0
com.motorola.contacts.preloadcontacts.overlay.vzw,/product/overlay/MotoPreloadContactsOverlayVzw.apk,Other,0
com.motorola.coresettingsext,/system_ext/priv-app/CoreSettingsExt/CoreSettingsExt.apk,Other,0
com.motorola.dciservice,/system_ext/app/DciStatsService/DciStatsService.apk,Other,0
com.motorola.default.ringtones.overlay.metro.usku,/product/overlay/MotoSoundPickerOverlayMetro.apk,Other,0
com.motorola.default.ringtones.overlay.tmo.usku,/product/overlay/MotoSoundPickerOverlayTMO.apk,Other,0
com.motorola.demo,/system_ext/priv-app/DemoMode/DemoMode.apk,Other,0
com.motorola.dimo,/system_ext/priv-app/motoDigitalAccount/motoDigitalAccount.apk,Other,0
com.motorola.dolby.dolbyui,/system/app/MotoDolbyDax3/MotoDolbyDax3.apk,Other,0
com.motorola.dynamicvolume,/product/priv-app/MotoMultiVolume/MotoMultiVolume.apk,Other,0
com.motorola.dynamicvolumeoverlay,/product/overlay/MotoAdaptiveVolumeOverlay.apk,Other,0
com.motorola.easyprefix,/product/priv-app/EasyPrefix/EasyPrefix.apk,Other,0
com.motorola.enterprise.adapter.service,/system_ext/priv-app/EnterpriseAdapterService/EnterpriseAdapterService.apk,Other,0
com.motorola.enterprise.service,/system_ext/priv-app/MotoThinkUEM/MotoThinkUEM.apk,Other,0
com.motorola.entitlement,/product/priv-app/Entitlement/Entitlement.apk,Other,0
com.motorola.extensions.tracfone,/product/priv-app/TFUnlock/TFUnlock.apk,Other,0
com.motorola.faceunlock,/product/priv-app/MotoFaceUnlock/MotoFaceUnlock.apk,Other,0
com.motorola.fmplayer,/product/priv-app/FMPlayer/FMPlayer.apk,Other,0
com.motorola.gesture,/system_ext/priv-app/GestureNavigationTutorial/GestureNavigationTutorial.apk,Other,0
com.motorola.help.extlog,/product/priv-app/MotoFeedbackAssistant/MotoFeedbackAssistant.apk,Other,0
com.motorola.hiddenmenuapp,/system_ext/priv-app/HiddenMenu/HiddenMenu.apk,Other,0
com.motorola.imagertuning_v,/system_ext/priv-app/ImagerTuning-V/ImagerTuning-V.apk,Other,0
com.motorola.installer,/system_ext/priv-app/MotoInstaller/MotoInstaller.apk,Other,0
com.motorola.launcher3,/system_ext/priv-app/Launcher3QuickStep/Launcher3QuickStep.apk,Other,0
com.motorola.launcher3.auto_generated_rro_product__,/product/overlay/Launcher3QuickStep__fogo_g__auto_generated_rro_product.apk,Other,0
com.motorola.launcherconfig,/product/app/LauncherConfig/LauncherConfig.apk,Other,0
com.motorola.launcherconfig.overlay.att,/product/overlay/LauncherConfig-rro-att.apk,Other,0
com.motorola.launcherconfig.overlay.attpre,/product/overlay/LauncherConfig-rro-attpre.apk,Other,0
com.motorola.launcherconfig.overlay.boost,/product/overlay/LauncherConfig-rro-boost.apk,Other,0
com.motorola.launcherconfig.overlay.cc,/product/overlay/LauncherConfig-rro-cc.apk,Other,0
com.motorola.launcherconfig.overlay.cricket,/product/overlay/LauncherConfig-rro-cricket.apk,Other,0
com.motorola.launcherconfig.overlay.fi,/product/overlay/LauncherConfig-rro-fi.apk,Other,0
com.motorola.launcherconfig.overlay.fogo,/product/overlay/LauncherConfigOverlayFogo.apk,Other,0
com.motorola.launcherconfig.overlay.fogo.blackbeauty,/product/overlay/LauncherConfigOverlayFogoBlackBeauty.apk,Other,0
com.motorola.launcherconfig.overlay.tmo,/product/overlay/LauncherConfig-rro-tmo.apk,Other,0
com.motorola.launcherconfig.overlay.tracfone,/product/overlay/LauncherConfig-rro-tracfone.apk,Other,0
com.motorola.launcherconfig.overlay.usc,/product/overlay/LauncherConfig-rro-usc.apk,Other,0
com.motorola.launcherconfig.overlay.vzw,/product/overlay/LauncherConfig-rro-vzw.apk,Other,0
com.motorola.launcherconfig.overlay.vzwpre,/product/overlay/LauncherConfig-rro-vzwpre.apk,Other,0
com.motorola.lifetimedata,/system_ext/priv-app/LifetimeData/LifetimeData.apk,Other,0
com.motorola.moto,/product/priv-app/MotoAppUIRefresh/MotoAppUIRefresh.apk,Other,0
com.motorola.motocare,/system_ext/priv-app/MotoCare/MotoCare.apk,Other,0
com.motorola.motocit,/system_ext/priv-app/CQATest/CQATest.apk,Other,0
com.motorola.motosignature.app,/system/app/MotoSignatureApp/MotoSignatureApp.apk,Other,0
com.motorola.motosignature2.app,/system/app/MotoSignature2App/MotoSignature2App.apk,Other,0
com.motorola.msimsettings,/system_ext/priv-app/MSimSettings/MSimSettings.apk,Other,0
com.motorola.msimsettings.overlay,/system_ext/overlay/MSimSettingsOverlay.apk,Other,0
com.motorola.nfwlocationattribution,/system_ext/app/NFWLocationAttribution/NFWLocationAttribution.apk,Other,0
com.motorola.om,/product/priv-app/MotoOm/MotoOm.apk,Other,0
com.motorola.omadm.att,/product/priv-app/AttDM/AttDM.apk,Other,0
com.motorola.omadm.dish,/product/priv-app/DishDM/DishDM.apk,Other,0
com.motorola.omadm.service,/product/priv-app/DMService/DMService.apk,Other,0
com.motorola.omadm.vzw,/product/priv-app/VzwDM/VzwDM.apk,Other,0
com.motorola.overlay.launcher3,/product/overlay/framework-rro-launcher3.apk,Other,0
com.motorola.paks,/system_ext/priv-app/PAKS/PAKS.apk,Other,0
com.motorola.paks.notification,/system_ext/priv-app/PaksNotification/PaksNotification.apk,Other,0
com.motorola.personalize,/system_ext/priv-app/Personalize/Personalize.apk,Other,0
com.motorola.rcsConfigService,/system_ext/priv-app/rcsConfigService/rcsConfigService.apk,Other,0
com.motorola.revoker.services,/system_ext/priv-app/RevokerServices/RevokerServices.apk,Other,0
com.motorola.safetycenter.resources.overlay,/product/overlay/MotoSafetyCenterResourceOverlay.apk,Other,0
com.motorola.securityhub,/system_ext/priv-app/MotoSecurityHub/MotoSecurityHub.apk,Other,0
com.motorola.securityhubext,/system_ext/priv-app/MotoSecurityHubExt/MotoSecurityHubExt.apk,Other,0
com.motorola.settings,/product/priv-app/SprintSettings/SprintSettings.apk,Other,0
com.motorola.settings.overlay.comcast,/product/overlay/MotoSettingsOverlayComcast.apk,Other,0
com.motorola.settings.overlay.full_ds_opportunistic,/product/overlay/MotoSettingsOverlayFullDSOpportunistic.apk,Other,0
com.motorola.setup,/system_ext/priv-app/SetupWizardExt/SetupWizardExt.apk,Other,0
com.motorola.setup.auto_generated_rro_product__,/product/overlay/SetupWizardExt__fogo_g__auto_generated_rro_product.apk,Other,0
com.motorola.setup.overlay.att,/product/overlay/MotoSetupWizardExtOverlayAtt.apk,Other,0
com.motorola.setup.overlay.att.simoobe,/product/overlay/MotoSetupWizardExtOverlayAttSimOobe.apk,Other,0
com.motorola.setup.overlay.boost,/product/overlay/MotoSetupWizardExtOverlayBoost.apk,Other,0
com.motorola.setup.overlay.comcast,/product/overlay/MotoSetupWizardExtOverlayComcast.apk,Other,0
com.motorola.setup.overlay.disable.staytouch,/product/overlay/SetupWizardExt-rro-disableStayTouch.apk,Other,0
com.motorola.setup.overlay.pai,/product/overlay/MotoSetupWizardExtOverlayPai.apk,Other,0
com.motorola.setup.overlay.primaryesim,/product/overlay/MotoSetupWizardExtOverlayPrimaryEsim.apk,Other,0
com.motorola.setup.overlay.tmo,/product/overlay/MotoSetupWizardExtOverlayTmo.apk,Other,0
com.motorola.setup.overlay.tracfone,/product/overlay/MotoSetupWizardExtOverlayTracfone.apk,Other,0
com.motorola.setup.overlay.vzw,/product/overlay/MotoSetupWizardExtOverlayVZW.apk,Other,0
com.motorola.setupwizard.controller,/product/priv-app/VzwController/VzwController.apk,Other,0
com.motorola.setupwizard.devicesetup,/product/priv-app/VzwDeviceSetup/VzwDeviceSetup.apk,Other,0
com.motorola.setupwizard.phoneservice,/product/priv-app/VzwPhoneService/VzwPhoneService.apk,Other,0
com.motorola.slpc_sys,/system_ext/app/SlpcSystem/SlpcSystem.apk,Other,0
com.motorola.smart5g,/system_ext/priv-app/MotoSmart5G/MotoSmart5G.apk,Other,0
com.motorola.spaces,/product/priv-app/MotoSpaces/MotoSpaces.apk,Other,0
com.motorola.spectrum.setup.extensions,/system_ext/priv-app/SpectrumSetupExt/SpectrumSetupExt.apk,Other,0
com.motorola.sprint.setupext,/product/priv-app/SprintSetupExt/SprintSetupExt.apk,Other,0
com.motorola.sstservice,/system_ext/priv-app/MotoSstSoundService/MotoSstSoundService.apk,Other,0
com.motorola.systemserver,/system/priv-app/MotoSystemServer/MotoSystemServer.apk,Other,0
com.motorola.systemui.overlay.jp,/product/overlay/MotoSystemUIOverlayJP.apk,Other,0
com.motorola.thermalservice,/product/app/ThermalService/ThermalService.apk,Other,0
com.motorola.thermalservice.overlay.tmo,/product/overlay/ThermalServiceOverlayTMO.apk,Other,0
com.motorola.timeweatherwidget,/product/app/TimeWeather/TimeWeather.apk,Other,0
com.motorola.tmo.settingsext,/product/priv-app/TmoSettingsExt/TmoSettingsExt.apk,Other,0
com.motorola.tmo.setupext,/product/priv-app/TmoSetupExt/TmoSetupExt.apk,Other,0
com.motorola.tracfone.rsu,/product/priv-app/TFRsu/TFRsu.apk,Other,0
com.motorola.visualvoicemail,/product/priv-app/VVM3/VVM3.apk,Other,0
com.motorola.vzw.cloudsetup,/product/priv-app/CloudSetup/CloudSetup.apk,Other,0
com.motorola.vzw.pco.extensions.pcoreceiver,/product/priv-app/vzwPcoExt/vzwPcoExt.apk,Other,0
com.motorola.vzw.phone.extensions,/product/priv-app/vzwPhoneExt/vzwPhoneExt.apk,Other,0
com.motorola.vzw.provider,/product/priv-app/VzwUnifiedSettingsApp/VzwUnifiedSettingsApp.apk,Other,0
com.motorola.vzw.settings.extensions,/product/priv-app/VzwSettingsExt/VzwSettingsExt.apk,Other,0
com.motorola.vzw.voicemail.extensions,/product/priv-app/VzwVoicemailExt/VzwVoicemailExt.apk,Other,0
com.motorola.wifi.motowifimetrics,/system_ext/priv-app/MotoWifiMetrics/MotoWifiMetrics.apk,Other,0
com.oem.euiccpartnerapp,/product/app/EuiccPartnerApp/EuiccPartnerApp.apk,Other,0
com.oem.euiccpartnerapp.overlay.att,/product/overlay/EuiccPartnerAppATTRRO.apk,Other,0
com.oem.euiccpartnerapp.overlay.br,/product/overlay/EuiccPartnerAppBRRRO.apk,Other,0
com.oem.euiccpartnerapp.overlay.cc,/product/overlay/EuiccPartnerAppCCRRO.apk,Other,0
com.oem.euiccpartnerapp.overlay.dish,/product/overlay/EuiccPartnerAppDISHRRO.apk,Other,0
com.oem.euiccpartnerapp.overlay.na,/product/overlay/EuiccPartnerAppNARRO.apk,Other,0
com.oem.euiccpartnerapp.overlay.retca,/product/overlay/EuiccPartnerAppRETCARRO.apk,Other,0
com.oem.euiccpartnerapp.overlay.tmo,/product/overlay/EuiccPartnerAppTMORRO.apk,Other,0
com.oem.euiccpartnerapp.overlay.vzw,/product/overlay/EuiccPartnerAppVZWRRO.apk,Other,0
com.qti.dpmserviceapp,/system_ext/priv-app/dpmserviceapp/dpmserviceapp.apk,Other,0
com.qti.phone,/system_ext/priv-app/QtiTelephony/QtiTelephony.apk,Other,0
com.qti.qualcomm.datastatusnotification,/product/app/datastatusnotification/datastatusnotification.apk,Other,0
com.qualcomm.atfwd,/system_ext/app/atfwd/atfwd.apk,Other,0
com.qualcomm.atfwd2,/system_ext/app/AtFwd2/AtFwd2.apk,Other,0
com.qualcomm.location,/system_ext/priv-app/com.qualcomm.location/com.qualcomm.location.apk,Other,0
com.qualcomm.qcrilmsgtunnel,/system_ext/priv-app/qcrilmsgtunnel/qcrilmsgtunnel.apk,Other,0
com.qualcomm.qti.cne,/vendor/app/CneApp/CneApp.apk,Other,0
com.qualcomm.qti.dynamicddsservice,/system_ext/app/DynamicDDSService/DynamicDDSService.apk,Other,0
com.qualcomm.qti.remoteSimlockAuth,/product/app/remoteSimLockAuthentication/remoteSimLockAuthentication.apk,Other,0
com.qualcomm.qti.telephonyservice,/system_ext/app/QtiTelephonyService/QtiTelephonyService.apk,Other,0
com.qualcomm.qti.uceShimService,/system_ext/app/uceShimService/uceShimService.apk,Other,0
com.qualcomm.qti.uim,/product/app/remotesimlockservice/remotesimlockservice.apk,Other,0
com.qualcomm.qti.uimGbaApp,/product/app/uimgbaservice/uimgbaservice.apk,Other,0
com.qualcomm.qti.workloadclassifier,/system_ext/app/workloadclassifier/workloadclassifier.apk,Other,0
com.qualcomm.qti.xrcb,/system_ext/priv-app/xrcbservice/xrcbservice.apk,Other,0
com.qualcomm.qti.xrvd.service,/system_ext/priv-app/xrvdservice/xrvdservice.apk,Other,0
com.qualcomm.timeservice,/vendor/app/TimeService/TimeService.apk,Other,0
com.qualcomm.wfd.service,/system_ext/priv-app/WfdService/WfdService.apk,Other,0
com.securityandprivacy.android.verizon.vms,/product/priv-app/VzwSecurityPrivacy/VzwSecurityPrivacy.apk,Other,0
com.spectrum.cm.headless,/product/priv-app/SpectrumCM/SpectrumCM.apk,Other,0
com.swishme.tracfone,/product/app/TFDashboard/TFDashboard.apk,Other,0
com.tmobile.dm.cm,/product/priv-app/ContentManager/ContentManager.apk,Other,0
com.tmobile.echolocate,/product/priv-app/EchoLocate/EchoLocate.apk,Other,0
com.tmobile.echolocate.system,/product/priv-app/TrafficStatsProvider/TrafficStatsProvider.apk,Other,0
com.tmobile.m1,/product/priv-app/TmoMinusOne/TmoMinusOne.apk,Other,0
com.tmobile.rsuadapter.qualcomm,/product/priv-app/RSU-ADAPTER/RSU-ADAPTER.apk,Other,0
com.tmobile.rsuapp,/product/priv-app/TMO_RSU_2/TMO_RSU_2.apk,Other,0
com.tmobile.rsusrv,/product/priv-app/RSU-SERVER/RSU-SERVER.apk,Other,0
com.tracfone.generic.mysites,/product/app/TFMySites/TFMySites.apk,Other,0
com.tracfone.preload.accountservices,/product/priv-app/TFDevicePulse/TFDevicePulse.apk,Other,0
com.uscc.ecid,/product/priv-app/CallGuardian/CallGuardian.apk,Other,0
com.vcast.mediamanager,/product/priv-app/VzwCloud-v25-3-18/VzwCloud-v25-3-18.apk,Other,0
com.verizon.mips.services,/product/priv-app/MVS-Lite/MVS-Lite.apk,Other,0
com.verizon.obdm,/product/priv-app/VzwOBDMStub/VzwOBDMStub.apk,Other,0
com.vzw.apnlib,/product/app/VzwAPNLibWs/VzwAPNLibWs.apk,Other,0
com.vzw.ecid,/product/priv-app/VzwECID/VzwECID.apk,Other,0
com.vzw.hss.myverizon,/product/priv-app/VzwMyVerizon-v20-8-3/VzwMyVerizon-v20-8-3.apk,Other,0
com.xfinitymobile.cometcarrierservice,/product/priv-app/ComcastCarrier/ComcastCarrier.apk,Other,0
org.codeaurora.ims,/system_ext/priv-app/ims/ims.apk,Other,0
vendor.qti.data.ntnsatapp,/system_ext/app/NtnSatApp/NtnSatApp.apk,Other,0
vendor.qti.hardware.cacert.server,/vendor/app/CACertService/CACertService.apk,Other,0
vendor.qti.imsrcs,/system_ext/app/ImsRcsService/ImsRcsService.apk,Other,0
vendor.qti.iwlan,/vendor/app/IWlanService/IWlanService.apk,Other,0
